# StellarMass_threshold = 8.0; Rows = {'low_err', 'up_err', 'bestfit_value', 'z_median'}; N_zbins = 6; Exact_SMth = [8. 8. 8. 8. 8. 8.]; Area = COSMOS-Web_FullSurvey
3.499999999999999778e-01 8.000000000000000444e-01 1.250000000000000000e+00 1.750000000000000000e+00 2.250000000000000000e+00 2.750000000000000000e+00
9.330269039368499495e-01 1.080580223040617405e+00 1.359657948946381367e+00 1.582168999951304444e+00 1.870923909144380781e+00 2.301642702320214173e+00
1.190167904912275976e-02 1.788440347810604791e-02 1.545110229126889223e-02 1.603355375074477784e-02 1.687808468024654118e-02 2.585461858158355497e-02
1.132808288481690351e-02 3.191014742361630852e-02 1.876381861021858555e-02 2.180489722198508673e-02 1.938362450445385576e-02 2.586420065212324815e-02
