,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.60282329607162,0.0401734826231123,0.0595126473278906
Mh_1,11.840705197422984,0.055411351894083,0.0968467402206343
alpha,0.8592185791853804,0.0125773597436155,0.0253660342115916
sig_logM,0.2,,
Mh_0,11.298935950041468,2.3421126274395028,2.3736035225676817
sat_frac,0.23315832605998205,0.01213204125865755,0.012024439334294312
bias_gal,0.9153077858769382,0.007932694734321677,0.007159545279172619
