,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.23956184067708,0.0781013904987428,0.0396952366445475
Mh_1,12.385617845293162,0.1206734385340126,0.0568394145400503
alpha,0.8799433493525566,0.029238332886887,0.0270335736530851
sig_logM,0.2,,
Mh_0,11.713069562422803,2.3917118132858493,2.3431979550504383
sat_frac,0.15878529470098068,0.016748791479734793,0.014382663353987607
bias_gal,1.359979723014519,0.016297912861411357,0.01665545836437543
