,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.69117482811561,0.1207195827713292,0.1231409109660148
Mh_1,12.050599434360324,0.6394147298108823,0.9227165801117748
alpha,0.4056644595899329,0.1357306123156837,1.1341896968872898
sig_logM,0.2,,
Mh_0,11.458455570113845,2.78595519465627,3.001264600884949
sat_frac,,,
bias_gal,,,
