,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,12.136168215501188,0.0791350995366038,0.0669823585227948
Mh_1,13.334442463805384,0.1448927924511966,0.2573915401977178
alpha,0.660638634866409,0.2809720297150408,0.2255458398454802
sig_logM,0.2,,
Mh_0,12.434176272492092,2.410118522262909,2.4956175705502655
sat_frac,0.11807111230683784,0.0175769444339217,0.018810585202802127
bias_gal,1.8423436892283107,0.04961431851965803,0.061427375669536266
