,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.902777420123714,0.1111793984558673,0.240637051556634
Mh_1,12.051568875696107,0.2735278049762613,1.3774162430259942
alpha,0.7285164569242069,0.0013985816548274,1.2482837131428797
sig_logM,0.2,,
Mh_0,11.45919234552904,2.5078811317819585,3.3468363446997555
sat_frac,,,
bias_gal,,,
