,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.503502405318995,0.1159230085601326,0.254075363975982
Mh_1,12.01284179207486,0.1872290014497721,1.4725526312929578
alpha,0.6215936536399961,0.1388879226122099,1.3197993404397717
sig_logM,0.2,,
Mh_0,11.429759761976893,2.442294041101827,3.4191399997826477
sat_frac,4.860347544494765e-06,2.1870814614668094e-06,0.0007150038402661999
bias_gal,13.969138295585937,1.5133393951637455,2.125520699344296
