,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.203933216700111,0.0276338874069068,0.0233176652335007
Mh_1,12.283390296288038,0.0436552925627324,0.0372944474143501
alpha,0.4890849551569957,0.0764457479860167,0.081641132048804
sig_logM,0.2,,
Mh_0,11.63537662517891,2.3331780223476764,2.328343780034906
sat_frac,0.10994893550374303,0.005890006410862042,0.01026858627857441
bias_gal,2.306568318343802,0.02663490919611311,0.024203882809711974
