,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.530726637281248,0.0516400045365834,0.0853042455034192
Mh_1,13.153785722918942,0.1733241674805334,0.1858454305334849
alpha,0.1318159441819225,0.031808940841312,0.2329542167302033
sig_logM,0.2,,
Mh_0,12.296877149418396,2.431726367285205,2.4412425272054485
sat_frac,0.0915877897479553,0.007694869316989844,0.022366548352083307
bias_gal,1.398328076362621,0.02192763280792942,0.02516677643497056
