,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,12.391662448855625,0.06646765740666,0.1198944031974438
Mh_1,13.69543305945666,0.121076205172752,0.3363697815760975
alpha,0.834160113763364,0.4287821073396082,0.2675849671952529
sig_logM,0.2,,
Mh_0,12.708529125187063,2.3920179159312913,2.555641033997834
sat_frac,0.06804916579714716,0.013685767506705741,0.014589397812663121
bias_gal,2.057256569000113,0.08175203129624897,0.10863149313658438
