,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.93323491066653,0.0831318015282125,0.1038410579833044
Mh_1,11.802275997748234,0.0896455147934975,1.3932492101585725
alpha,1.06617665099555,0.2729877334864968,0.9229642342906128
sig_logM,0.2,,
Mh_0,11.269729758288658,2.368130591243058,3.358869399720515
sat_frac,0.004540928302117934,3.6322750026502963e-05,0.005003530730629447
bias_gal,10.90420218719937,0.5021960063046471,0.9576013478844363
