,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.479056700132666,0.0655879179415137,0.0540455857072625
Mh_1,12.741105324678236,0.1133248404718685,0.1135196887747618
alpha,0.7841535260705113,0.2235630335720357,0.2245615482310408
sig_logM,0.2,,
Mh_0,11.983240046755459,2.38612687875862,2.3862749634688187
sat_frac,0.044880474471399236,0.005968348582698027,0.005798292175184072
bias_gal,2.5890190945026896,0.0668942330256983,0.07816360088007013
