,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.82971114169673,0.1022280313019212,0.0779534410828741
Mh_1,13.08977883271952,0.6988155491068682,0.3959475899347584
alpha,0.8989740272436311,0.145103738184356,1.0819337556627568
sig_logM,0.2,,
Mh_0,12.248231912866835,2.8310998173212196,2.600920168350416
sat_frac,1.9317198434414228e-08,2.525641308788894e-06,0.0005457260139244556
bias_gal,10.24661276814378,0.4309993686039739,0.8017739318603407
