,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.156689144905505,0.0819295517733547,0.0547765065917271
Mh_1,12.353375425078278,0.1172968731913162,0.1134800872265273
alpha,0.73211648354115,0.0876165586292114,0.0504541459251387
sig_logM,0.2,,
Mh_0,11.688565323059493,2.3891456236254003,2.3862448662921607
sat_frac,0.19938248198442252,0.019550404917702824,0.018933133730246354
bias_gal,0.950059687016463,0.019157800734148855,0.021305163554268813
