,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.984210657834131,0.0900822188788996,0.1208028794235698
Mh_1,12.219035236905905,0.1268525447759501,0.1917267756805483
alpha,0.8470729061351598,0.0347396212220365,0.036809287879562
sig_logM,0.2,,
Mh_0,11.586466780048486,2.396407934029722,2.4457123495172164
sat_frac,0.1742477486702006,0.027024356463364152,0.01948835390877557
bias_gal,1.0747387859100734,0.01800071293392369,0.030237439159302992
