,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.252970599432269,0.0127743871450203,0.0435912601676946
Mh_1,12.160662725258051,0.0265693624213643,0.09460529075624
alpha,0.4974789897916487,0.0892629435437302,0.0749284751206136
sig_logM,0.2,,
Mh_0,11.54210367119612,2.320192715440237,2.371900020974742
sat_frac,0.1338376159614969,0.011083845805764256,0.00838979872647952
bias_gal,3.1158761452431376,0.04167159302627299,0.04358295389108946
