,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,10.901515955044756,0.0645570096205805,0.0751343682152931
Mh_1,12.17969799696682,0.0884872953320616,0.1352583837699725
alpha,0.8336582177373991,0.0311197806236468,0.0490200893916202
sig_logM,0.2,,
Mh_0,11.556570477694784,2.3672503444523665,2.402796371665179
sat_frac,0.197321986198421,0.017909000351217674,0.01563633049103985
bias_gal,0.9311991856806365,0.012391892587316322,0.011324505142617292
