,bestfit_value,bestfit_lower_err,bestfit_upper_err
Mh_min,11.364709253057752,0.0783996744832364,0.121328429880446
Mh_1,12.56383945551877,0.1164704204337585,0.2149943846575901
alpha,0.7383854229479941,0.1102116894418369,0.0772868669540799
sig_logM,0.2,,
Mh_0,11.848517986194263,2.3885175195296564,2.463395732339768
sat_frac,0.16238552745080664,0.03206112322934633,0.013555912983609752
bias_gal,1.1540585803161827,0.024131794338710044,0.03673784415806214
